Date,Site ID,Local Site Name,AQS Parameter Description,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name_ozone,AQS Parameter Description_ozone,Daily Max 8-hour Ozone Concentration,Units_ozone,Daily AQI Value_ozone,Local Site Name_so2,AQS Parameter Description_so2,Daily Max 1-hour SO2 Concentration,Units_so2,Daily AQI Value_so2,Local Site Name_no2,AQS Parameter Description_no2,Daily Max 1-hour NO2 Concentration,Units_no2,Daily AQI Value_no2,Local Site Name_co,Site Latitude,Site Longitude,AQS Parameter Description_co,Daily Max 8-hour CO Concentration,Units_co,Daily AQI Value_co,Local Site Name_pm10,AQS Parameter Description_pm10,Daily Mean PM10 Concentration,Units_pm10,Daily AQI Value_pm10,Local Site Name_pb,AQS Parameter Description_pb,Daily Mean Pb Concentration,Units_pb,Daily AQI Value_pb
07/06/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,11.7,ug/m3 LC,56,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,2.5,ppb,3.0,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.5,ppm,6.0,,,,,,,,,,
07/07/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,12.2,ug/m3 LC,57,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,4.3,ppb,6.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),16.9,ppb,15.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.4,ppm,5.0,,,,,,,,,,
07/08/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,10.5,ug/m3 LC,54,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,6.6,ppb,9.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),13.1,ppb,12.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.4,ppm,5.0,,,,,,,,,,
07/09/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,7.5,ug/m3 LC,42,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,2.9,ppb,3.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),17.7,ppb,16.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.4,ppm,5.0,,,,,,,,,,
07/10/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,16.6,ug/m3 LC,65,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,8.7,ppb,11.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),29.9,ppb,27.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.5,ppm,6.0,,,,,,,,,,
07/11/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,15.3,ug/m3 LC,63,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,2.1,ppb,3.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),25.3,ppb,24.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.4,ppm,5.0,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Lead (TSP) LC,0.006,ug/m3 LC,.
07/12/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,9.3,ug/m3 LC,51,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,4.2,ppb,6.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),26.2,ppb,25.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.4,ppm,5.0,,,,,,,,,,
07/13/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,8.5,ug/m3 LC,47,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,5.1,ppb,7.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),17.8,ppb,16.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.4,ppm,5.0,,,,,,,,,,
07/14/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,11.1,ug/m3 LC,55,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,6.8,ppb,9.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),24.1,ppb,23.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.5,ppm,6.0,,,,,,,,,,
07/15/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,8.9,ug/m3 LC,49,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,2.0,ppb,3.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),24.1,ppb,23.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.6,ppm,7.0,,,,,,,,,,
07/16/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,29.8,ug/m3 LC,90,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,2.4,ppb,3.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),18.2,ppb,17.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.5,ppm,6.0,,,,,,,,,,
07/17/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,26.7,ug/m3 LC,84,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,3.4,ppb,4.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),25.6,ppb,24.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.5,ppm,6.0,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Lead (TSP) LC,0.005,ug/m3 LC,.
07/18/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,8.0,ug/m3 LC,44,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,6.9,ppb,9.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),27.3,ppb,25.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.4,ppm,5.0,,,,,,,,,,
07/19/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,12.6,ug/m3 LC,58,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,15.1,ppb,21.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),32.1,ppb,30.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.7,ppm,8.0,,,,,,,,,,
07/20/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,17.3,ug/m3 LC,66,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,3.0,ppb,4.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),31.6,ppb,29.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.4,ppm,5.0,,,,,,,,,,
07/21/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,12.1,ug/m3 LC,57,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,2.1,ppb,3.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),26.2,ppb,25.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.5,ppm,6.0,,,,,,,,,,
07/22/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,18.9,ug/m3 LC,69,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,4.7,ppb,6.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),24.9,ppb,23.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.6,ppm,7.0,,,,,,,,,,
07/23/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,25.3,ug/m3 LC,81,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,2.5,ppb,3.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),24.7,ppb,23.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.6,ppm,7.0,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Lead (TSP) LC,0.007,ug/m3 LC,.
07/24/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,22.6,ug/m3 LC,76,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,2.2,ppb,3.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),25.6,ppb,24.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.6,ppm,7.0,,,,,,,,,,
07/25/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,44.5,ug/m3 LC,123,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,3.0,ppb,4.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),35.9,ppb,33.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.8,ppm,9.0,,,,,,,,,,
07/26/2023,261630099,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),PM2.5 - Local Conditions,30.1,ug/m3 LC,90,,,,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Sulfur dioxide,1.9,ppb,1.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),Nitrogen dioxide (NO2),37.3,ppb,35.0,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),42.295824,-83.129431,Carbon monoxide,0.6,ppm,7.0,,,,,,,,,,
01/01/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,19.6,ug/m3 LC,71,,,,,,Military Park (GHIB),Sulfur dioxide,0.5,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),19.6,ppb,18.0,,,,,,,,,,,,,,,,,
01/02/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,23.8,ug/m3 LC,78,,,,,,Military Park (GHIB),Sulfur dioxide,12.8,ppb,17.0,Military Park (GHIB),Nitrogen dioxide (NO2),24.5,ppb,23.0,,,,,,,,,,,,,,,,,
01/03/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,13.5,ug/m3 LC,59,,,,,,Military Park (GHIB),Sulfur dioxide,0.5,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),21.5,ppb,20.0,,,,,,,,,,,,,,,,,
01/04/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,12.1,ug/m3 LC,57,,,,,,Military Park (GHIB),Sulfur dioxide,1.8,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),32.4,ppb,30.0,,,,,,,,,,,,,,,,,
01/05/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,10.0,ug/m3 LC,53,,,,,,Military Park (GHIB),Sulfur dioxide,3.4,ppb,4.0,Military Park (GHIB),Nitrogen dioxide (NO2),23.3,ppb,22.0,,,,,,,,,,,,,,,,,
01/06/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,12.8,ug/m3 LC,58,,,,,,Military Park (GHIB),Sulfur dioxide,1.1,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),14.3,ppb,13.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.004,ug/m3 LC,.
01/07/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,9.0,ug/m3 LC,50,,,,,,Military Park (GHIB),Sulfur dioxide,0.6,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),28.1,ppb,26.0,,,,,,,,,,,,,,,,,
01/08/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,16.9,ug/m3 LC,66,,,,,,Military Park (GHIB),Sulfur dioxide,1.5,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),33.5,ppb,31.0,,,,,,,,,,,,,,,,,
01/09/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,18.3,ug/m3 LC,68,,,,,,Military Park (GHIB),Sulfur dioxide,1.4,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),28.1,ppb,26.0,,,,,,,,,,,,,,,,,
01/10/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,26.4,ug/m3 LC,83,,,,,,Military Park (GHIB),Sulfur dioxide,1.1,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),30.7,ppb,28.0,,,,,,,,,,,,,,,,,
01/11/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,26.4,ug/m3 LC,83,,,,,,Military Park (GHIB),Sulfur dioxide,1.0,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),28.3,ppb,26.0,,,,,,,,,,,,,,,,,
01/12/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,23.6,ug/m3 LC,78,,,,,,Military Park (GHIB),Sulfur dioxide,0.6,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),24.3,ppb,23.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.006,ug/m3 LC,.
01/13/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,3.6,ug/m3 LC,20,,,,,,Military Park (GHIB),Sulfur dioxide,0.5,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),9.7,ppb,8.0,,,,,,,,,,,,,,,,,
01/14/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,9.0,ug/m3 LC,50,,,,,,Military Park (GHIB),Sulfur dioxide,0.8,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),41.4,ppb,39.0,,,,,,,,,,,,,,,,,
01/15/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,18.3,ug/m3 LC,68,,,,,,Military Park (GHIB),Sulfur dioxide,4.4,ppb,6.0,Military Park (GHIB),Nitrogen dioxide (NO2),40.7,ppb,38.0,,,,,,,,,,,,,,,,,
01/16/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,18.6,ug/m3 LC,69,,,,,,Military Park (GHIB),Sulfur dioxide,3.9,ppb,4.0,Military Park (GHIB),Nitrogen dioxide (NO2),33.6,ppb,31.0,,,,,,,,,,,,,,,,,
01/17/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,14.7,ug/m3 LC,61,,,,,,Military Park (GHIB),Sulfur dioxide,0.7,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),27.2,ppb,25.0,,,,,,,,,,,,,,,,,
01/18/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,7.2,ug/m3 LC,40,,,,,,Military Park (GHIB),Sulfur dioxide,1.1,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),21.0,ppb,20.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.004,ug/m3 LC,.
01/19/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,8.9,ug/m3 LC,49,,,,,,Military Park (GHIB),Sulfur dioxide,0.6,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),33.4,ppb,31.0,,,,,,,,,,,,,,,,,
01/20/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,4.6,ug/m3 LC,26,,,,,,Military Park (GHIB),Sulfur dioxide,0.9,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
01/21/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,8.2,ug/m3 LC,46,,,,,,Military Park (GHIB),Sulfur dioxide,0.6,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),12.0,ppb,11.0,,,,,,,,,,,,,,,,,
01/22/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,14.3,ug/m3 LC,61,,,,,,Military Park (GHIB),Sulfur dioxide,0.6,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),30.0,ppb,28.0,,,,,,,,,,,,,,,,,
01/23/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,11.9,ug/m3 LC,56,,,,,,Military Park (GHIB),Sulfur dioxide,0.7,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),26.1,ppb,25.0,,,,,,,,,,,,,,,,,
01/24/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,17.6,ug/m3 LC,67,,,,,,Military Park (GHIB),Sulfur dioxide,2.0,ppb,3.0,Military Park (GHIB),Nitrogen dioxide (NO2),20.9,ppb,19.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.002,ug/m3 LC,.
01/25/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,15.4,ug/m3 LC,63,,,,,,Military Park (GHIB),Sulfur dioxide,0.6,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),23.0,ppb,22.0,,,,,,,,,,,,,,,,,
01/26/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,12.7,ug/m3 LC,58,,,,,,Military Park (GHIB),Sulfur dioxide,0.6,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),21.7,ppb,20.0,,,,,,,,,,,,,,,,,
01/27/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,14.4,ug/m3 LC,61,,,,,,Military Park (GHIB),Sulfur dioxide,8.5,ppb,11.0,Military Park (GHIB),Nitrogen dioxide (NO2),19.4,ppb,18.0,,,,,,,,,,,,,,,,,
01/28/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,14.3,ug/m3 LC,61,,,,,,Military Park (GHIB),Sulfur dioxide,1.2,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),26.9,ppb,25.0,,,,,,,,,,,,,,,,,
01/29/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,14.0,ug/m3 LC,60,,,,,,Military Park (GHIB),Sulfur dioxide,0.7,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),29.8,ppb,27.0,,,,,,,,,,,,,,,,,
01/30/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,10.8,ug/m3 LC,54,,,,,,Military Park (GHIB),Sulfur dioxide,0.8,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),32.5,ppb,30.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.066,ug/m3 LC,.
01/31/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,11.8,ug/m3 LC,56,,,,,,Military Park (GHIB),Sulfur dioxide,1.4,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),40.0,ppb,38.0,,,,,,,,,,,,,,,,,
02/01/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,21.0,ug/m3 LC,73,,,,,,Military Park (GHIB),Sulfur dioxide,1.2,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),37.7,ppb,35.0,,,,,,,,,,,,,,,,,
02/02/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,15.5,ug/m3 LC,63,,,,,,Military Park (GHIB),Sulfur dioxide,1.8,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),33.7,ppb,31.0,,,,,,,,,,,,,,,,,
02/03/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,7.1,ug/m3 LC,39,,,,,,Military Park (GHIB),Sulfur dioxide,0.8,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),36.1,ppb,34.0,,,,,,,,,,,,,,,,,
02/04/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,11.1,ug/m3 LC,55,,,,,,Military Park (GHIB),Sulfur dioxide,8.6,ppb,11.0,Military Park (GHIB),Nitrogen dioxide (NO2),34.2,ppb,32.0,,,,,,,,,,,,,,,,,
02/05/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,11.4,ug/m3 LC,55,,,,,,Military Park (GHIB),Sulfur dioxide,1.6,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),20.9,ppb,19.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.003,ug/m3 LC,.
02/06/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,10.7,ug/m3 LC,54,,,,,,Military Park (GHIB),Sulfur dioxide,1.5,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),14.8,ppb,13.0,,,,,,,,,,,,,,,,,
02/07/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,17.1,ug/m3 LC,66,,,,,,Military Park (GHIB),Sulfur dioxide,9.3,ppb,13.0,Military Park (GHIB),Nitrogen dioxide (NO2),30.0,ppb,28.0,,,,,,,,,,,,,,,,,
02/08/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,25.1,ug/m3 LC,81,,,,,,Military Park (GHIB),Sulfur dioxide,8.2,ppb,11.0,Military Park (GHIB),Nitrogen dioxide (NO2),33.0,ppb,31.0,,,,,,,,,,,,,,,,,
02/09/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,13.5,ug/m3 LC,59,,,,,,Military Park (GHIB),Sulfur dioxide,0.9,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),33.3,ppb,31.0,,,,,,,,,,,,,,,,,
02/10/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,5.6,ug/m3 LC,31,,,,,,Military Park (GHIB),Sulfur dioxide,0.8,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
02/11/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,7.7,ug/m3 LC,43,,,,,,Military Park (GHIB),Sulfur dioxide,10.5,ppb,14.0,Military Park (GHIB),Nitrogen dioxide (NO2),34.4,ppb,32.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.01,ug/m3 LC,.
02/12/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,13.7,ug/m3 LC,60,,,,,,Military Park (GHIB),Sulfur dioxide,26.7,ppb,37.0,Military Park (GHIB),Nitrogen dioxide (NO2),39.9,ppb,37.0,,,,,,,,,,,,,,,,,
02/13/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,13.8,ug/m3 LC,60,,,,,,Military Park (GHIB),Sulfur dioxide,3.4,ppb,4.0,Military Park (GHIB),Nitrogen dioxide (NO2),37.8,ppb,35.0,,,,,,,,,,,,,,,,,
02/14/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,19.1,ug/m3 LC,70,,,,,,Military Park (GHIB),Sulfur dioxide,11.6,ppb,16.0,Military Park (GHIB),Nitrogen dioxide (NO2),43.5,ppb,41.0,,,,,,,,,,,,,,,,,
02/15/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,8.7,ug/m3 LC,48,,,,,,Military Park (GHIB),Sulfur dioxide,20.4,ppb,29.0,Military Park (GHIB),Nitrogen dioxide (NO2),20.7,ppb,19.0,,,,,,,,,,,,,,,,,
02/16/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,12.4,ug/m3 LC,57,,,,,,Military Park (GHIB),Sulfur dioxide,3.0,ppb,4.0,Military Park (GHIB),Nitrogen dioxide (NO2),18.1,ppb,17.0,,,,,,,,,,,,,,,,,
02/17/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,4.6,ug/m3 LC,26,,,,,,Military Park (GHIB),Sulfur dioxide,0.7,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),33.1,ppb,31.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.004,ug/m3 LC,.
02/18/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,10.9,ug/m3 LC,54,,,,,,Military Park (GHIB),Sulfur dioxide,6.0,ppb,9.0,Military Park (GHIB),Nitrogen dioxide (NO2),25.0,ppb,24.0,,,,,,,,,,,,,,,,,
02/19/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,8.1,ug/m3 LC,45,,,,,,Military Park (GHIB),Sulfur dioxide,12.2,ppb,17.0,Military Park (GHIB),Nitrogen dioxide (NO2),18.7,ppb,17.0,,,,,,,,,,,,,,,,,
02/20/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,12.4,ug/m3 LC,57,,,,,,Military Park (GHIB),Sulfur dioxide,1.5,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),29.6,ppb,27.0,,,,,,,,,,,,,,,,,
02/21/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,12.4,ug/m3 LC,57,,,,,,Military Park (GHIB),Sulfur dioxide,4.8,ppb,6.0,Military Park (GHIB),Nitrogen dioxide (NO2),26.0,ppb,25.0,,,,,,,,,,,,,,,,,
02/22/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,8.1,ug/m3 LC,45,,,,,,Military Park (GHIB),Sulfur dioxide,1.5,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),19.4,ppb,18.0,,,,,,,,,,,,,,,,,
02/23/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,11.8,ug/m3 LC,56,,,,,,Military Park (GHIB),Sulfur dioxide,0.8,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),24.6,ppb,23.0,,,,,,,,,,,,,,,,,
02/24/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,4.6,ug/m3 LC,26,,,,,,Military Park (GHIB),Sulfur dioxide,0.8,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),14.4,ppb,13.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.003,ug/m3 LC,.
