Date,Site ID,Local Site Name,AQS Parameter Description,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name_ozone,AQS Parameter Description_ozone,Daily Max 8-hour Ozone Concentration,Units_ozone,Daily AQI Value_ozone,Local Site Name_so2,AQS Parameter Description_so2,Daily Max 1-hour SO2 Concentration,Units_so2,Daily AQI Value_so2,Local Site Name_no2,AQS Parameter Description_no2,Daily Max 1-hour NO2 Concentration,Units_no2,Daily AQI Value_no2,Local Site Name_co,Site Latitude,Site Longitude,AQS Parameter Description_co,Daily Max 8-hour CO Concentration,Units_co,Daily AQI Value_co,Local Site Name_pm10,AQS Parameter Description_pm10,Daily Mean PM10 Concentration,Units_pm10,Daily AQI Value_pm10,Local Site Name_pb,AQS Parameter Description_pb,Daily Mean Pb Concentration,Units_pb,Daily AQI Value_pb
05/15/2023,260050003,Holland,PM2.5 - Local Conditions,3.7,ug/m3 LC,21,Holland,Ozone,0.05,ppm,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/16/2023,260050003,Holland,PM2.5 - Local Conditions,5.7,ug/m3 LC,32,Holland,Ozone,0.052,ppm,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/17/2023,260050003,Holland,PM2.5 - Local Conditions,3.7,ug/m3 LC,21,Holland,Ozone,0.042,ppm,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/18/2023,260050003,Holland,PM2.5 - Local Conditions,5.0,ug/m3 LC,28,Holland,Ozone,0.051,ppm,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/19/2023,260050003,Holland,PM2.5 - Local Conditions,17.6,ug/m3 LC,67,Holland,Ozone,0.043,ppm,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/20/2023,260050003,Holland,PM2.5 - Local Conditions,5.9,ug/m3 LC,33,Holland,Ozone,0.037,ppm,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2023,260050003,Holland,PM2.5 - Local Conditions,7.2,ug/m3 LC,40,Holland,Ozone,0.053,ppm,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/22/2023,260050003,Holland,PM2.5 - Local Conditions,8.2,ug/m3 LC,46,Holland,Ozone,0.049,ppm,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/23/2023,260050003,Holland,PM2.5 - Local Conditions,8.3,ug/m3 LC,46,Holland,Ozone,0.07,ppm,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/2023,260050003,Holland,PM2.5 - Local Conditions,12.6,ug/m3 LC,58,Holland,Ozone,0.052,ppm,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/25/2023,260050003,Holland,PM2.5 - Local Conditions,2.7,ug/m3 LC,15,Holland,Ozone,0.045,ppm,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/26/2023,260050003,Holland,PM2.5 - Local Conditions,5.0,ug/m3 LC,28,Holland,Ozone,0.052,ppm,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/27/2023,260050003,Holland,PM2.5 - Local Conditions,9.5,ug/m3 LC,52,Holland,Ozone,0.064,ppm,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2023,260050003,Holland,PM2.5 - Local Conditions,10.9,ug/m3 LC,54,Holland,Ozone,0.067,ppm,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/29/2023,260050003,Holland,PM2.5 - Local Conditions,12.8,ug/m3 LC,58,Holland,Ozone,0.078,ppm,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/30/2023,260050003,Holland,PM2.5 - Local Conditions,11.5,ug/m3 LC,55,Holland,Ozone,0.071,ppm,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/2023,260050003,Holland,PM2.5 - Local Conditions,6.6,ug/m3 LC,37,Holland,Ozone,0.065,ppm,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2023,260050003,Holland,PM2.5 - Local Conditions,11.3,ug/m3 LC,55,Holland,Ozone,0.066,ppm,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/02/2023,260050003,Holland,PM2.5 - Local Conditions,10.8,ug/m3 LC,54,Holland,Ozone,0.075,ppm,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/03/2023,260050003,Holland,PM2.5 - Local Conditions,16.0,ug/m3 LC,64,Holland,Ozone,0.057,ppm,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2023,260050003,Holland,PM2.5 - Local Conditions,23.1,ug/m3 LC,77,Holland,Ozone,0.053,ppm,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/05/2023,260050003,Holland,PM2.5 - Local Conditions,19.6,ug/m3 LC,71,Holland,Ozone,0.064,ppm,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/06/2023,260050003,Holland,PM2.5 - Local Conditions,28.1,ug/m3 LC,86,Holland,Ozone,0.048,ppm,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2023,260050003,Holland,PM2.5 - Local Conditions,15.6,ug/m3 LC,63,Holland,Ozone,0.043,ppm,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2023,260050003,Holland,PM2.5 - Local Conditions,20.3,ug/m3 LC,72,Holland,Ozone,0.035,ppm,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/09/2023,260050003,Holland,PM2.5 - Local Conditions,14.3,ug/m3 LC,61,Holland,Ozone,0.043,ppm,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/10/2023,260050003,Holland,PM2.5 - Local Conditions,17.9,ug/m3 LC,67,Holland,Ozone,0.083,ppm,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2023,260050003,Holland,PM2.5 - Local Conditions,10.6,ug/m3 LC,54,Holland,Ozone,0.03,ppm,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/12/2023,260050003,Holland,PM2.5 - Local Conditions,3.6,ug/m3 LC,20,Holland,Ozone,0.037,ppm,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2023,260050003,Holland,PM2.5 - Local Conditions,22.6,ug/m3 LC,76,Holland,Ozone,0.075,ppm,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2023,260050003,Holland,PM2.5 - Local Conditions,9.6,ug/m3 LC,52,Holland,Ozone,0.055,ppm,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2023,260050003,Holland,PM2.5 - Local Conditions,10.1,ug/m3 LC,53,Holland,Ozone,0.03,ppm,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2023,260050003,Holland,PM2.5 - Local Conditions,4.8,ug/m3 LC,27,Holland,Ozone,0.03,ppm,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2023,260050003,Holland,PM2.5 - Local Conditions,4.8,ug/m3 LC,27,Holland,Ozone,0.028,ppm,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/08/2023,260050003,Holland,PM2.5 - Local Conditions,5.6,ug/m3 LC,31,Holland,Ozone,0.029,ppm,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2023,260050003,Holland,PM2.5 - Local Conditions,5.0,ug/m3 LC,28,Holland,Ozone,0.037,ppm,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2023,260050003,Holland,PM2.5 - Local Conditions,6.5,ug/m3 LC,36,Holland,Ozone,0.028,ppm,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2023,260050003,Holland,PM2.5 - Local Conditions,7.9,ug/m3 LC,44,Holland,Ozone,0.028,ppm,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2023,260050003,Holland,PM2.5 - Local Conditions,7.0,ug/m3 LC,39,Holland,Ozone,0.019,ppm,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2023,260050003,Holland,PM2.5 - Local Conditions,4.6,ug/m3 LC,26,Holland,Ozone,0.022,ppm,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2023,260050003,Holland,PM2.5 - Local Conditions,5.4,ug/m3 LC,30,Holland,Ozone,0.022,ppm,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2023,260050003,Holland,PM2.5 - Local Conditions,4.6,ug/m3 LC,26,Holland,Ozone,0.031,ppm,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,260050003,Holland,PM2.5 - Local Conditions,6.2,ug/m3 LC,34,Holland,Ozone,0.028,ppm,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2023,260050003,Holland,PM2.5 - Local Conditions,8.6,ug/m3 LC,48,Holland,Ozone,0.03,ppm,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2023,260050003,Holland,PM2.5 - Local Conditions,9.8,ug/m3 LC,52,Holland,Ozone,0.037,ppm,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2023,260050003,Holland,PM2.5 - Local Conditions,14.5,ug/m3 LC,61,Holland,Ozone,0.027,ppm,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2023,260050003,Holland,PM2.5 - Local Conditions,3.4,ug/m3 LC,19,Holland,Ozone,0.024,ppm,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2023,260050003,Holland,PM2.5 - Local Conditions,5.8,ug/m3 LC,32,Holland,Ozone,0.023,ppm,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2023,260050003,Holland,PM2.5 - Local Conditions,4.9,ug/m3 LC,27,Holland,Ozone,0.032,ppm,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2023,260050003,Holland,PM2.5 - Local Conditions,6.6,ug/m3 LC,37,Holland,Ozone,0.036,ppm,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2023,260050003,Holland,PM2.5 - Local Conditions,9.8,ug/m3 LC,52,Holland,Ozone,0.048,ppm,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2023,260050003,Holland,PM2.5 - Local Conditions,11.6,ug/m3 LC,56,Holland,Ozone,0.032,ppm,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023,260050003,Holland,PM2.5 - Local Conditions,8.9,ug/m3 LC,49,Holland,Ozone,0.034,ppm,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023,260050003,Holland,PM2.5 - Local Conditions,11.1,ug/m3 LC,55,Holland,Ozone,0.025,ppm,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2023,260050003,Holland,PM2.5 - Local Conditions,5.9,ug/m3 LC,33,Holland,Ozone,0.026,ppm,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2023,260050003,Holland,PM2.5 - Local Conditions,7.5,ug/m3 LC,42,Holland,Ozone,0.026,ppm,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023,260050003,Holland,PM2.5 - Local Conditions,6.4,ug/m3 LC,36,Holland,Ozone,0.035,ppm,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2023,260050003,Holland,PM2.5 - Local Conditions,8.8,ug/m3 LC,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2023,260050003,Holland,PM2.5 - Local Conditions,6.4,ug/m3 LC,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2023,260050003,Holland,PM2.5 - Local Conditions,8.4,ug/m3 LC,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/2023,260050003,Holland,PM2.5 - Local Conditions,9.7,ug/m3 LC,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2023,260050003,Holland,PM2.5 - Local Conditions,14.4,ug/m3 LC,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2023,260050003,Holland,PM2.5 - Local Conditions,13.8,ug/m3 LC,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2023,260050003,Holland,PM2.5 - Local Conditions,10.7,ug/m3 LC,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2023,260050003,Holland,PM2.5 - Local Conditions,6.0,ug/m3 LC,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/08/2023,260050003,Holland,PM2.5 - Local Conditions,6.5,ug/m3 LC,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2023,260050003,Holland,PM2.5 - Local Conditions,6.3,ug/m3 LC,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2023,260050003,Holland,PM2.5 - Local Conditions,6.2,ug/m3 LC,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2023,260050003,Holland,PM2.5 - Local Conditions,9.8,ug/m3 LC,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2023,260050003,Holland,PM2.5 - Local Conditions,10.0,ug/m3 LC,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2023,260050003,Holland,PM2.5 - Local Conditions,6.9,ug/m3 LC,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2023,260050003,Holland,PM2.5 - Local Conditions,7.9,ug/m3 LC,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2023,260050003,Holland,PM2.5 - Local Conditions,13.1,ug/m3 LC,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2023,260050003,Holland,PM2.5 - Local Conditions,13.5,ug/m3 LC,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2023,260050003,Holland,PM2.5 - Local Conditions,7.3,ug/m3 LC,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2023,260050003,Holland,PM2.5 - Local Conditions,7.6,ug/m3 LC,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2023,260050003,Holland,PM2.5 - Local Conditions,8.7,ug/m3 LC,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2023,260050003,Holland,PM2.5 - Local Conditions,8.3,ug/m3 LC,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2023,260050003,Holland,PM2.5 - Local Conditions,7.8,ug/m3 LC,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2023,260050003,Holland,PM2.5 - Local Conditions,6.2,ug/m3 LC,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2023,260050003,Holland,PM2.5 - Local Conditions,7.3,ug/m3 LC,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2023,260050003,Holland,PM2.5 - Local Conditions,6.0,ug/m3 LC,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2023,260050003,Holland,PM2.5 - Local Conditions,7.3,ug/m3 LC,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2023,260050003,Holland,PM2.5 - Local Conditions,12.7,ug/m3 LC,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023,260050003,Holland,PM2.5 - Local Conditions,6.5,ug/m3 LC,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2023,260050003,Holland,PM2.5 - Local Conditions,6.1,ug/m3 LC,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023,260050003,Holland,PM2.5 - Local Conditions,11.4,ug/m3 LC,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023,260050003,Holland,PM2.5 - Local Conditions,14.5,ug/m3 LC,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2023,260050003,Holland,PM2.5 - Local Conditions,13.4,ug/m3 LC,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2023,260050003,Holland,PM2.5 - Local Conditions,6.9,ug/m3 LC,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2023,260050003,Holland,PM2.5 - Local Conditions,6.7,ug/m3 LC,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/04/2023,260050003,Holland,PM2.5 - Local Conditions,7.6,ug/m3 LC,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2023,260050003,Holland,PM2.5 - Local Conditions,11.1,ug/m3 LC,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2023,260050003,Holland,PM2.5 - Local Conditions,11.7,ug/m3 LC,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2023,260050003,Holland,PM2.5 - Local Conditions,7.9,ug/m3 LC,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2023,260050003,Holland,PM2.5 - Local Conditions,6.2,ug/m3 LC,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2023,260050003,Holland,PM2.5 - Local Conditions,8.6,ug/m3 LC,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2023,260050003,Holland,PM2.5 - Local Conditions,12.8,ug/m3 LC,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2023,260050003,Holland,PM2.5 - Local Conditions,14.3,ug/m3 LC,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2023,260050003,Holland,PM2.5 - Local Conditions,9.1,ug/m3 LC,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2023,260050003,Holland,PM2.5 - Local Conditions,5.9,ug/m3 LC,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2023,260050003,Holland,PM2.5 - Local Conditions,7.0,ug/m3 LC,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2023,260050003,Holland,PM2.5 - Local Conditions,11.5,ug/m3 LC,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2023,260050003,Holland,PM2.5 - Local Conditions,18.1,ug/m3 LC,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2023,260050003,Holland,PM2.5 - Local Conditions,20.3,ug/m3 LC,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2023,260050003,Holland,PM2.5 - Local Conditions,15.5,ug/m3 LC,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/2023,260050003,Holland,PM2.5 - Local Conditions,14.8,ug/m3 LC,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2023,260050003,Holland,PM2.5 - Local Conditions,14.1,ug/m3 LC,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/2023,260050003,Holland,PM2.5 - Local Conditions,5.9,ug/m3 LC,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2023,260050003,Holland,PM2.5 - Local Conditions,6.6,ug/m3 LC,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2023,260050003,Holland,PM2.5 - Local Conditions,5.8,ug/m3 LC,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2023,260050003,Holland,PM2.5 - Local Conditions,6.2,ug/m3 LC,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2023,260050003,Holland,PM2.5 - Local Conditions,8.9,ug/m3 LC,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,260050003,Holland,PM2.5 - Local Conditions,9.8,ug/m3 LC,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,13.9,ug/m3 LC,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,18.5,ug/m3 LC,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,16.4,ug/m3 LC,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,6.4,ug/m3 LC,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,9.2,ug/m3 LC,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,9.8,ug/m3 LC,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,5.2,ug/m3 LC,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,7.5,ug/m3 LC,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,16.4,ug/m3 LC,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,15.8,ug/m3 LC,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,19.3,ug/m3 LC,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,15.3,ug/m3 LC,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/13/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,4.7,ug/m3 LC,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/14/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,7.5,ug/m3 LC,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/15/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,12.2,ug/m3 LC,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,13.4,ug/m3 LC,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/17/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,7.6,ug/m3 LC,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/18/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,5.1,ug/m3 LC,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/19/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,6.7,ug/m3 LC,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/20/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,6.0,ug/m3 LC,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/21/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,7.8,ug/m3 LC,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/22/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,11.8,ug/m3 LC,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/23/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,10.1,ug/m3 LC,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/24/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,12.7,ug/m3 LC,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,13.6,ug/m3 LC,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,7.6,ug/m3 LC,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,8.7,ug/m3 LC,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,9.5,ug/m3 LC,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,6.9,ug/m3 LC,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,9.1,ug/m3 LC,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,11.5,ug/m3 LC,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,14.8,ug/m3 LC,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,12.1,ug/m3 LC,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,7.6,ug/m3 LC,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,10.1,ug/m3 LC,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2023,260170014,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",PM2.5 - Local Conditions,11.3,ug/m3 LC,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
